STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,LABOUR_FORCE_STATUS,Labour force status,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,EU19OECD,European Union (19 countries) in OECD,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2017,,52.109,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,EU19OECD,European Union (19 countries) in OECD,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2016,,51.479,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,EU19OECD,European Union (19 countries) in OECD,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2015,,50.766,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,EU19OECD,European Union (19 countries) in OECD,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2014,,50.391,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,EU19OECD,European Union (19 countries) in OECD,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2013,,50.226,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,EU19OECD,European Union (19 countries) in OECD,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2012,,50.578,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,EU19OECD,European Union (19 countries) in OECD,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2011,,51.054,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,EU19OECD,European Union (19 countries) in OECD,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2010,,51.282,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2008,,47.0545125272487,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2007,,46.6261801270401,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2006,,45.7707722398526,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2005,,45.6753031269112,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2004,,46.0140137264324,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2003,,46.1799576057206,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2002,,46.4031233335921,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2001,,46.7506695976722,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2000,,46.5410144104463,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2023,,63.603,,,,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2022,,62.353,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2021,,60.288,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2020,,58.877,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2019,,58.522,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2018,,57.552,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2017,,55.585,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2016,,54.071,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2015,,52.743,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2014,,52.098,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2013,,50.816,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2012,,49.313,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2011,,48.155,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,MLT,Malta,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2010,,47.295,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1994,,61.7711823839157,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1975,,61.8500532985905,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1974,,62.7876318312559,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1973,,63.89900461277,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1972,,63.5811648079306,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1971,,64.2105263157894,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1970,,64.5909955611921,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1969,,64.7950661698573,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1968,,65.1641479937467,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1993,,62.189006750241,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1992,,62.608188271905,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1991,,62.4803921568627,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1990,,62.063838223632,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1989,,61.4235588972431,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1988,,61.0276198212835,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1987,,60.8046923235233,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1986,,61.0659157279933,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1985,,61.3329108576256,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1984,,61.7483415364861,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1983,,62.0951142888094,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1982,,61.9624835454146,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1981,,61.8456078083407,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1980,,61.9655249608238,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1979,,62.1119419895762,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1978,,61.9527847811139,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1977,,61.8700034758428,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1976,,61.7096018735363,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2023,,61.258,,,,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2022,,60.931,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2021,,60.359,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2020,,60.253,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2019,,60.579,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2018,,60.031,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2017,,58.79,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2016,,58.153,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2015,,57.574,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2014,,57.318,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2013,,56.935,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2012,,56.498,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2011,,56.634,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2010,,56.649,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2009,,56.842,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2008,,57.7723488961274,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2007,,58.0677290836653,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2006,,57.9257780600671,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2005,,57.745071318252,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2004,,57.5820976985354,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2003,,57.6056209508166,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2002,,57.9390500594856,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2001,,58.9105272827484,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,2000,,59.453723355172,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1999,,59.9072786277236,,A,Normal value,,,1,One
DATAFLOW,OECD.ELS.SAE:DSD_LFS@DF_LFS_INDIC(1.1),Employment and unemployment by five-year age group and sex - indicators,I,JPN,Japan,EMP_RATIO,Employment to population ratio,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,EMP,Employment,1998,,60.7459207459207,,A,Normal value,,,1,One
